<Apocalypse:bucketHelm>, 桶头盔
<GalacticraftCore:tile.machineTiered>, 能量存储模块
<GalacticraftCore:tile.moonBlock>, 铜矿石
<GalacticraftCore:tile.moonBricksStairs>, 月球地牢砖块楼梯
<GalacticraftCore:tile.moonStoneStairs>, 月岩楼梯
<GalacticraftCore:tile.oxygenCollector>, 氧气收集器
<GalacticraftCore:tile.oxygenCompressor>, 氧气压缩机
<GalacticraftCore:tile.oxygenDetector>, 氧气探测器
<GalacticraftCore:tile.oxygenPipe>, 氧气管道
<GalacticraftCore:tile.parachest>, 伞降箱
<GalacticraftCore:tile.refinery>, 精炼机
<GalacticraftCore:tile.rocketWorkbench>, NASA工作台
<GalacticraftCore:tile.sealer>, 氧气密封器
<GalacticraftCore:tile.solar>, 基础太阳能板
<GalacticraftCore:tile.spaceStationBase>, 空间站到达方块
<GalacticraftCore:tile.spinThruster>, 旋转推进器
<GalacticraftCore:tile.telemetry>, 遥感装置
<GalacticraftCore:tile.tinStairs1>, 装饰锡制楼梯
<GalacticraftCore:tile.tinStairs2>, 装饰锡制楼梯
<GalacticraftCore:tile.treasureChest>, 珍品箱
<GalacticraftCore:tile.unlitTorch>, 火把
<GalacticraftCore:tile.unlitTorchLit>, 火把
<GalacticraftCore:tile.viewScreen>, 显示屏
<GalacticraftCore:tile.wallGC>, 装饰锡制墙
<GalacticraftMars:item.atmosphericValve>, 气闸
<GalacticraftMars:item.bucketSludge>, 菌泥桶
<GalacticraftMars:item.canisterPartialLN2>, 灌装液态氮
<GalacticraftMars:item.canisterPartialLOX>, 罐装液态氧
<GalacticraftMars:item.carbonFragments>, 碳片
<GalacticraftMars:item.deshAxe>, 戴斯斧
<GalacticraftMars:item.deshBoots>, 戴斯靴子
<GalacticraftMars:item.deshChestplate>, 戴斯胸甲
<GalacticraftMars:item.deshHelmet>, 戴斯头盔
<GalacticraftMars:item.deshHoe>, 戴斯锄
<GalacticraftMars:item.deshLeggings>, 戴斯护腿
<GalacticraftMars:item.deshPick>, 戴斯镐
<GalacticraftMars:item.deshPickSlime>, 粘性戴斯镐
<GalacticraftMars:item.deshSpade>, 戴斯铲
<GalacticraftMars:item.deshSword>, 戴斯剑
<GalacticraftMars:item.grapple>, 吊钩
<GalacticraftMars:item.heavyNoseCone>, 重型前锥体
<GalacticraftMars:item.itemBasicAsteroids>, 重型防护板
<GalacticraftMars:item.itemTier3Rocket>, 3阶火箭
<GalacticraftMars:item.key>, 2阶地牢钥匙
<GalacticraftMars:item.methaneCanisterPartial>, 甲烷气体罐
<GalacticraftMars:item.null>, 未精炼戴斯矿
<GalacticraftMars:item.schematic>, NASA工作台图纸
<GalacticraftMars:item.spaceshipTier2>, 2阶火箭
<GalacticraftMars:item.thermalPadding>, 热力充能头盔
<GalacticraftMars:item.titanium_axe>, 钛斧
<GalacticraftMars:item.titanium_boots>, 钛靴子
<GalacticraftMars:item.titanium_chestplate>, 钛胸甲
<GalacticraftMars:item.titanium_helmet>, 钛头盔
<GalacticraftMars:item.titanium_hoe>, 钛锄
<GalacticraftMars:item.titanium_leggings>, 钛护腿
<GalacticraftMars:item.titanium_pickaxe>, 钛镐
<GalacticraftMars:item.titanium_shovel>, 钛锹
<GalacticraftMars:item.titanium_sword>, 钛剑
<GalacticraftMars:tile.asteroidsBlock>, 行星岩
<GalacticraftMars:tile.beamReceiver>, 能量射束接收器
<GalacticraftMars:tile.beamReflector>, 能量射束反射器
<GalacticraftMars:tile.cavernVines>, 岩穴藤蔓
<GalacticraftMars:tile.creeperEgg>, 苦力怕蛋
<GalacticraftMars:tile.denseIce>, 坚冰
<GalacticraftMars:tile.hydrogenPipe>, 氢气管道
<GalacticraftMars:tile.mars>, 铜矿石
<GalacticraftMars:tile.marsCobblestoneStairs>, 火星圆石楼梯
<GalacticraftMars:tile.marsDungeonBricksStairs>, 火星地牢砖楼梯
<GalacticraftMars:tile.marsMachine>, 地形改造机
<GalacticraftMars:tile.marsMachineT2>, 气体液化器
<GalacticraftMars:tile.slimelingEgg>, 红色黏滑怪蛋
<GalacticraftMars:tile.sludge>, 菌泥
<GalacticraftMars:tile.telepadFake>, tile.telepadFake.name
<GalacticraftMars:tile.telepadShort>, 短距离传送台
<GalacticraftMars:tile.treasureT2>, 2阶宝箱
<GalacticraftMars:tile.treasureT3>, 3阶宝箱
<GalacticraftMars:tile.walkway>, 通道
<GalacticraftMars:tile.walkwayOxygenPipe>, 通道
<GalacticraftMars:tile.walkwayWire>, 通道
<IMSM:AirBalloon>, Magic Airballoon Block
<IMSM:Airplane>, Magic Airplane Block
<IMSM:Arena1>, Magic Arena Block
<IMSM:Arena2>, Magic Lava-Arena Block
<IMSM:BigPyramid>, Magic Huge Pyramid Block
<IMSM:Boat>, 船
<IMSM:Bunker>, Magic Bunker Block
<IMSM:CastleTower>, Magic CastleTower Block
<IMSM:Cave>, Magic Cave Block
<IMSM:Dungeon>, Magic Dungeon Block
<IMSM:EnchantmentRoom>, Magic Enchantment Room Block
<IMSM:Farm>, Magic Wheat Farm Block
<IMSM:Farm2>, Magic Sugar Cane Farm Block
<IMSM:Farm3>, Magic Melon Farm Block
<IMSM:Farm4>, Magic Pumpkin Farm Block
<IMSM:FloatingSphere>, Magic Floating Sphere Block
<IMSM:HountedHouse>, Magic Haunted House Block
<IMSM:House>, Magic House Block
<IMSM:House2>, Magic House Block
<IMSM:HouseTrap1>, Magic Trapped House Block
<IMSM:HouseTrap2>, Magic Trapped House Block
<IMSM:Lighthouse>, Magic Lighthouse Block
<IMSM:MegaHouse>, Magic House Block
<IMSM:MegaHouse2>, Magic House Block
<IMSM:MegaTower>, Magic Mega Tower Block
<IMSM:PenIron>, Magic Iron Pen Block
<IMSM:PenNether>, Magic Netherbrick Pen Block
<IMSM:PenWood>, Magic Wooden Pen Block
<IMSM:Plane>, Magic Plane Block
<IMSM:Prison1>, Magic Prison Block
<IMSM:Prison2>, Magic Prison Block
<IMSM:Pyramid>, Magic Pyramid Block
<IMSM:Rollercoaster>, Magic Rollercoaster Block
<IMSM:Rollercoaster2>, Magic Rollercoaster Block
<IMSM:Skyscraper>, Magic Skyscraper Block
<IMSM:Skyscraper2>, tile.clickme.name
<IMSM:Stadium>, Magic Stadium Block
<IMSM:StadiumSub1>, Magic Stadium Block
<IMSM:StoreHouse>, Magic Storehouse Block
<IMSM:Torch>, Magic Torchpattern Block
<IMSM:Tower>, Magic Tower Block
<IMSM:TreeHouse>, Magic Treehouse Block
<IMSM:WaterSlide>, Magic Waterslide Block
<IMSM:cactus2>, Awesome Cactus
<IMSM:cake2>, Bouncy Cake :P
<IronChest:BlockIronChest>, 铁箱子
<IronChest:copperIronUpgrade>, 升级：铜>铁
<IronChest:copperSilverUpgrade>, 升级：铜>银
<IronChest:diamondCrystalUpgrade>, 升级：钻石>水晶
<IronChest:diamondObsidianUpgrade>, 升级：钻石>黑曜石
<IronChest:goldDiamondUpgrade>, 升级：金>钻石
<IronChest:ironGoldUpgrade>, 升级：铁>金
<IronChest:silverGoldUpgrade>, 升级：银>金
<IronChest:woodCopperUpgrade>, 升级：木>铜
<IronChest:woodIronUpgrade>, 升级：木>铁
<Mantle:mantleBook>, Mantle:item.mantle.manual.test.name
<StorageDrawers:compDrawers>, 压缩抽屉
<StorageDrawers:controller>, 抽屉管理器
<StorageDrawers:controllerSlave>, 附属管理器
<StorageDrawers:framingTable>, 成型台
<StorageDrawers:fullCustom1>, 自定义抽屉
<StorageDrawers:fullCustom2>, 自定义抽屉(1x2)
<StorageDrawers:fullCustom4>, 自定义抽屉(2x2)
<StorageDrawers:fullDrawers1>, 橡木抽屉
<StorageDrawers:fullDrawers2>, 橡木抽屉(1x2)
<StorageDrawers:fullDrawers4>, 橡木抽屉(2x2)
<StorageDrawers:halfCustom2>, 小型自定义抽屉(1x2)
<StorageDrawers:halfCustom4>, 小型自定义抽屉(2x2)
<StorageDrawers:halfDrawers2>, 小型橡木抽屉(1x2)
<StorageDrawers:halfDrawers4>, 小型橡木抽屉(2x2)
<StorageDrawers:personalKey>, 私人钥匙
<StorageDrawers:shroudKey>, 屏蔽钥匙
<StorageDrawers:tape>, 打包带
<StorageDrawers:trim>, 橡木桥接方块
<StorageDrawers:trimCustom>, 自定义桥接方块
<StorageDrawers:upgrade>, item.storagedrawers.upgrade.name
<StorageDrawers:upgradeCreative>, 创造模式容量升级
<StorageDrawers:upgradeDowngrade>, 抽屉容量降级
<StorageDrawers:upgradeLock>, 抽屉钥匙
<StorageDrawers:upgradeRedstone>, 红石升级
<StorageDrawers:upgradeStatus>, item.storagedrawers.upgradeStatus.name
<StorageDrawers:upgradeTemplate>, 升级模板
<StorageDrawers:upgradeVoid>, 虚空升级
<Trapcraft:bearTrap>, 捕兽夹
<Trapcraft:grasscovering>, 草皮
<Trapcraft:igniter>, 点火器
<Trapcraft:magneticchest>, 吸物箱子
<Trapcraft:spikes>, 尖刺
<Trapcraft:tc.fan>, 风扇
<Trapcraft:trapcraft:igniterrange>, 点火器范围升级
<TwilightForest:item.alphaFur>, Alpha Yeti Fur
<TwilightForest:item.arcticBoots>, Arctic Boots
<TwilightForest:item.arcticFur>, Arctic Fur
<TwilightForest:item.arcticHelm>, Arctic Hood
<TwilightForest:item.arcticLegs>, Arctic Leggings
<TwilightForest:item.arcticPlate>, Arctic Jacket
<TwilightForest:item.armorShards>, 装甲碎片
<TwilightForest:item.borerEssence>, 三化螟精华
<TwilightForest:item.carminite>, 砷铅铁矿石
<TwilightForest:item.chainBlock>, Block and Chain
<TwilightForest:item.charmOfKeeping1>, 保管符咒 I
<TwilightForest:item.charmOfKeeping2>, 保管符咒 II
<TwilightForest:item.charmOfKeeping3>, 保管符咒 III
<TwilightForest:item.charmOfLife1>, 魔力生命 I
<TwilightForest:item.charmOfLife2>, 魔力生命 II
<TwilightForest:item.crumbleHorn>, 瓦解之号角
<TwilightForest:item.cubeOfAnnihilation>, Cube of Annihilation
<TwilightForest:item.cubeTalisman>, Talisman of the Cube
<TwilightForest:item.emptyMagicMap>, 空白魔法地图
<TwilightForest:item.emptyMazeMap>, 空白迷宮地图
<TwilightForest:item.emptyOreMap>, 空白迷宮/矿石地图
<TwilightForest:item.enderBow>, Ender Bow
<TwilightForest:item.experiment115>, 试验物品 115
<TwilightForest:item.fieryBlood>, 炽热的血液
<TwilightForest:item.fieryBoots>, 炽热的铁靴子
<TwilightForest:item.fieryHelm>, 炽热的铁头盔
<TwilightForest:item.fieryIngot>, 炽热的铁锭
<TwilightForest:item.fieryLegs>, 炽热的铁护腿
<TwilightForest:item.fieryPick>, 炽热的铁镐
<TwilightForest:item.fieryPlate>, 炽热的铁胸甲
<TwilightForest:item.fierySword>, 炽热的铁劍
<TwilightForest:item.fieryTears>, Fiery Tears
<TwilightForest:item.giantPick>, Giant's Pickaxe
<TwilightForest:item.giantSword>, Giant's Sword
<TwilightForest:item.glassSword>, Glass Sword
<TwilightForest:item.hydraChop>, 九头蛇肉排
<TwilightForest:item.iceBomb>, Ice Bomb
<TwilightForest:item.iceBow>, Ice Bow
<TwilightForest:item.iceSword>, Ice Sword
<TwilightForest:item.ironwoodAxe>, 铁树斧
<TwilightForest:item.ironwoodBoots>, 铁树靴
<TwilightForest:item.ironwoodHelm>, 铁树头盔
<TwilightForest:item.ironwoodHoe>, 铁树锄
<TwilightForest:item.ironwoodIngot>, 铁树锭
<TwilightForest:item.ironwoodLegs>, 铁树护腿
<TwilightForest:item.ironwoodPick>, 铁树镐
<TwilightForest:item.ironwoodPlate>, 铁树铠甲
<TwilightForest:item.ironwoodRaw>, 未加工的铁树原料
<TwilightForest:item.ironwoodShovel>, 铁树铲
<TwilightForest:item.ironwoodSword>, 铁树剑
<TwilightForest:item.knightMetal>, 骑士金属锭
<TwilightForest:item.knightlyAxe>, 骑士斧
<TwilightForest:item.knightlyBoots>, 骑士靴
<TwilightForest:item.knightlyHelm>, 骑士头盔
<TwilightForest:item.knightlyLegs>, 骑士护腿
<TwilightForest:item.knightlyPick>, 骑士镐
<TwilightForest:item.knightlyPlate>, 骑士胸甲
<TwilightForest:item.knightlySword>, 骑士剑
<TwilightForest:item.knightmetalRing>, Knightmetal Loop
<TwilightForest:item.lampOfCinders>, Lamp of Cinders
<TwilightForest:item.legsNaga>, 娜迦护腿
<TwilightForest:item.liveRoot>, 活根
<TwilightForest:item.magicBeans>, Magic Beans
<TwilightForest:item.magicMap>, 魔法地图 #0
<TwilightForest:item.magicMapFocus>, 魔法地图核心
<TwilightForest:item.mazeMap>, 迷宮地图 #0
<TwilightForest:item.mazeMapFocus>, 迷宮地图核心
<TwilightForest:item.mazeWafer>, 迷宮薄饼
<TwilightForest:item.mazebreakerPick>, 迷宮破坏者
<TwilightForest:item.meefRaw>, 生牛头人肉
<TwilightForest:item.meefSteak>, 牛头人肉排
<TwilightForest:item.meefStroganoff>, 牛头人沙拉酱肉
<TwilightForest:item.minotaurAxe>, 米诺陶诺斯战斧
<TwilightForest:item.moonwormQueen>, 月光蠕虫女王
<TwilightForest:item.nagaScale>, 娜迦鳞片
<TwilightForest:item.oreMagnet>, 矿石磁铁
<TwilightForest:item.oreMap>, 迷宮/矿石地图 #0
<TwilightForest:item.oreMeter>, 矿石感应仪 [WIP]
<TwilightForest:item.peacockFan>, 孔雀羽毛扇
<TwilightForest:item.phantomHelm>, 幻影头盔
<TwilightForest:item.phantomPlate>, 幻影胸甲
<TwilightForest:item.plateNaga>, 娜迦胸甲
<TwilightForest:item.scepterLifeDrain>, 吸血权杖
<TwilightForest:item.scepterTwilight>, 黄昏权杖
<TwilightForest:item.scepterZombie>, 僵尸权杖
<TwilightForest:item.seekerBow>, Seeker Bow
<TwilightForest:item.shardCluster>, 大块装甲碎片
<TwilightForest:item.steeleafAxe>, 钢叶斧
<TwilightForest:item.steeleafBoots>, 钢叶靴
<TwilightForest:item.steeleafHelm>, 钢叶头盔
<TwilightForest:item.steeleafHoe>, 钢叶锄
<TwilightForest:item.steeleafIngot>, 钢叶
<TwilightForest:item.steeleafLegs>, 钢叶护腿
<TwilightForest:item.steeleafPick>, 钢叶镐
<TwilightForest:item.steeleafPlate>, 钢叶胸甲
<TwilightForest:item.steeleafShovel>, 钢叶铲
<TwilightForest:item.steeleafSword>, 钢叶劍
<TwilightForest:item.tfFeather>, 乌鸦羽毛
<TwilightForest:item.tfspawnegg>, 生成
<TwilightForest:item.torchberries>, 火炬浆果
<TwilightForest:item.towerKey>, 塔钥匙
<TwilightForest:item.transformPowder>, 转换粉
<TwilightForest:item.tripleBow>, Tri-bow
<TwilightForest:item.trophy>, 九头蛇战利品
<TwilightForest:item.venisonCooked>, 鹿肉排
<TwilightForest:item.venisonRaw>, 生鹿肉
<TwilightForest:item.yetiBoots>, Yeti Boots
<TwilightForest:item.yetiHelm>, Yeti Horned Helm
<TwilightForest:item.yetiLegs>, Yeti Leggings
<TwilightForest:item.yetiPlate>, Yeti Jacket
<TwilightForest:tile.AuroraDoubleSlab>, Aurora Slab
<TwilightForest:tile.AuroraPillar>, Aurora Pillar
<TwilightForest:tile.AuroraSlab>, Aurora Slab
<TwilightForest:tile.CastleBrick>, Castle Brick
<TwilightForest:tile.CastleMagic>, Pink Castle Rune Brick
<TwilightForest:tile.DarkLeaves>, Darkwood Leaves
<TwilightForest:tile.FluffyCloud>, Fluffy Cloud
<TwilightForest:tile.ForceField>, Violet Force Field
<TwilightForest:tile.GiantCobble>, Giant Cobblestone
<TwilightForest:tile.GiantLeaves>, Giant Leaves
<TwilightForest:tile.GiantLog>, Giant Log
<TwilightForest:tile.GiantObsidian>, Giant Obsidian
<TwilightForest:tile.HugeGloomBlock>, Huge Mushgloom
<TwilightForest:tile.HugeLilyPad>, Huge Lily Pad
<TwilightForest:tile.HugeStalk>, Huge Stalk
<TwilightForest:tile.HugeWaterLily>, Huge Water Lily
<TwilightForest:tile.KnightmetalBlock>, Block of Knightmetal
<TwilightForest:tile.Slider>, Slide Trap
<TwilightForest:tile.TFAuroraBrick>, Aurora Block
<TwilightForest:tile.TFBossSpawner>, 生成 娜迦
<TwilightForest:tile.TFBurntThorns>, Burnt Thorns
<TwilightForest:tile.TFCicada>, 蝉
<TwilightForest:tile.TFDeadrock>, Weathered Deadrock
<TwilightForest:tile.TFFireJet>, 烟雾方块
<TwilightForest:tile.TFFirefly>, 萤火虫
<TwilightForest:tile.TFFireflyJar>, 萤火虫罐子
<TwilightForest:tile.TFHedge>, 树篱
<TwilightForest:tile.TFLeaves>, 暮色橡木树叶
<TwilightForest:tile.TFLeaves3>, Thorn Leaves
<TwilightForest:tile.TFLog>, 暮色橡树木
<TwilightForest:tile.TFMagicLeaves>, 时光树树叶
<TwilightForest:tile.TFMagicLog>, 时光树木
<TwilightForest:tile.TFMagicLogSpecial>, 时光树的时钟
<TwilightForest:tile.TFMazestone>, 遗迹石头
<TwilightForest:tile.TFMoonworm>, 月光蠕虫
<TwilightForest:tile.TFNagastone>, 娜迦石方块 头部
<TwilightForest:tile.TFPlant>, tile.TFPlant.0.name
<TwilightForest:tile.TFPortal>, 暮色森林入口
<TwilightForest:tile.TFRoots>, 根茎
<TwilightForest:tile.TFSapling>, 暮色橡树树苗
<TwilightForest:tile.TFShield>, 堡垒防护屏障
<TwilightForest:tile.TFThornRose>, Thorn Rose
<TwilightForest:tile.TFThorns>, Thorns
<TwilightForest:tile.TFTowerDevice>, 重现的方块
<TwilightForest:tile.TFTowerStone>, 塔树木板
<TwilightForest:tile.TFTowerTranslucent>, 再现方块
<TwilightForest:tile.TFTrophy>, tile.TFTrophy.0.name
<TwilightForest:tile.TFTrophyPedestal>, 战利品宝座
<TwilightForest:tile.TFUncraftingTable>, 多功能工作台
<TwilightForest:tile.TFUnderBrick>, 地下砖
<TwilightForest:tile.TrollBer>, Trollber
<TwilightForest:tile.TrollSteinn>, Trollsteinn
<TwilightForest:tile.TrollVidr>, Trollvidr
<TwilightForest:tile.UberousSoil>, Uberous Soil
<TwilightForest:tile.UnripeTrollBer>, Unripe Trollber
<TwilightForest:tile.WispyCloud>, Wispy Cloud
<ZombieInfection:Cure>, Infection Cure
<ZombieInfection:infectedEgg>, Infected Egg
<ZombieInfection:infectedMilk>, Infected Milk
<adventurebackpack:adventureBackpack>, Adventure Backpack
<adventurebackpack:adventureHat>, 探险者软呢帽
<adventurebackpack:backpackComponent> -- Name could not be retrieved due to an error: java.lang.ArrayIndexOutOfBoundsException: -1
<adventurebackpack:backpackHose>, 软管:无法使用 / 没有储水箱
<adventurebackpack:blockBackpack>, blockAdventureBackpack.name
<adventurebackpack:blockCampFire>, blockCampFire.name
<adventurebackpack:blockSleepingBag>, blockSleepingBag.name
<adventurebackpack:clockworkCrossbow>, Clockwork Crossbow
<adventurebackpack:machete>, 弯刀
<adventurebackpack:melonJuiceBottle>, Melon Juice Bottle
<adventurebackpack:pistonBoots>, 活塞靴子
<betterbuilderswands:wandDiamond>, 钻石建筑之杖
<betterbuilderswands:wandIron>, 铁质建筑之杖
<betterbuilderswands:wandStone>, 石质建筑之杖
<betterbuilderswands:wandUnbreakable>, 永恒建筑之杖
<camping:animalParts>, 白色皮毛
<camping:armorFurBoots>, 毛皮靴子
<camping:armorFurChest>, 毛皮胸甲
<camping:armorFurHelm>, 毛皮帽
<camping:armorFurLeg>, 毛皮护腿
<camping:backpack>, 背包
<camping:boundsHelper>, 边界助手方块
<camping:campfire>, 篝火
<camping:campfireCook>, 篝火护垫
<camping:hempItem>, 亚麻
<camping:kit>, 空盒子
<camping:knife>, 小刀
<camping:lantern>, 明亮的灯
<camping:light>, tile.light.name
<camping:logSeat>, 座位日志
<camping:marshmallowStickCooked>, 熟棉花糖
<camping:parts>, 帆布
<camping:sleepingBag>, 睡袋
<camping:tent>, 帐篷
<camping:trap>, 空陷阱
<camping:venisonCooked>, 鹿肉排
<camping:venisonRaw>, 生鹿肉
<cfm:ItemBarStall>, 吧凳
<cfm:ItemBasin>, 洗手盆
<cfm:ItemBath>, 浴缸
<cfm:ItemBesideCabinet>, 床头柜
<cfm:ItemBin>, 垃圾桶
<cfm:ItemBirdBath>, 鸟盆
<cfm:ItemBlender>, 搅拌机
<cfm:ItemBlinds>, 百叶窗
<cfm:ItemBreadSlice>, 面包片
<cfm:ItemCabinet>, 橱柜
<cfm:ItemCeilingLight>, 吸顶灯
<cfm:ItemChairStone>, 石椅
<cfm:ItemChairWood>, 木椅
<cfm:ItemChoppingBoard>, 砧板
<cfm:ItemCoffeeTableStone>, 石制咖啡桌
<cfm:ItemCoffeeTableWood>, 木制咖啡桌
<cfm:ItemComputer>, 电脑
<cfm:ItemCookedFlesh>, 熟肉
<cfm:ItemCookieJar>, 饼干罐
<cfm:ItemCoolPack>, 冰冻包
<cfm:ItemCouch>, 沙发
<cfm:ItemCounterDoored>, 厨房台
<cfm:ItemCounterSink>, 厨房台 (带洗碗槽)
<cfm:ItemCrayfish>, Crayfish 的头（隐藏物品）
<cfm:ItemCup>, 杯
<cfm:ItemCurtains>, 窗帘
<cfm:ItemDishWasher>, 洗碗机
<cfm:ItemDollar>, item.itemmoney.name
<cfm:ItemDoorBell>, 门铃
<cfm:ItemDrink>, item.itemdrink.name
<cfm:ItemElectricFence>, 电篱笆
<cfm:ItemEnvelope>, 信封
<cfm:ItemEnvelopeSigned>, item.itemenvelopesigned.name
<cfm:ItemFireAlarm>, 火警报警器
<cfm:ItemFlesh>, 肉
<cfm:ItemFridge>, 冰箱
<cfm:ItemHammer>, 锤子
<cfm:ItemHedgeBasic>, 橡树树篱
<cfm:ItemHedgeBirch>, 白桦树篱
<cfm:ItemHedgeJungle>, 丛林树篱
<cfm:ItemHedgeSpruce>, 云杉树篱
<cfm:ItemInkCartridge>, 墨盒
<cfm:ItemKitchenCabinet>, 厨柜
<cfm:ItemKnife>, 刀
<cfm:ItemLamp>, 台灯
<cfm:ItemMailBox>, 邮箱
<cfm:ItemMicrowave>, 微波炉
<cfm:ItemOven>, 烤箱
<cfm:ItemOvenRangehood>, 油烟机
<cfm:ItemPackage>, 包裹
<cfm:ItemPackageSigned>, item.itempackagesigned.name
<cfm:ItemPlate>, 盘子
<cfm:ItemPresentGreen>, 空礼盒（绿）
<cfm:ItemPresentRed>, 空礼盒（红）
<cfm:ItemPrinter>, 打印机
<cfm:ItemRecipeBook>, 配方书
<cfm:ItemShower>, 淋浴间
<cfm:ItemShowerHead>, 花洒
<cfm:ItemSoap>, 肥皂
<cfm:ItemSoapyWater>, 肥皂水
<cfm:ItemStereo>, 立体声音响
<cfm:ItemStonePath>, 石板路
<cfm:ItemSuperSoapyWater>, 超级肥皂水
<cfm:ItemTV>, 电视
<cfm:ItemTableStone>, 石桌
<cfm:ItemTableWood>, 木桌
<cfm:ItemTap>, 水龙头
<cfm:ItemToast>, 烤面包片
<cfm:ItemToaster>, 烤面包机
<cfm:ItemToilet>, 马桶
<cfm:ItemWallCabinet>, 壁橱
<cfm:ItemWashingMachine>, 洗衣机
<cfm:ItemWhiteFence>, 白色栅栏
<cfm:barstool>, tile.barstool.name
<cfm:basin>, tile.basin.name
<cfm:bath1>, tile.bath1.name
<cfm:bath2>, tile.bath2.name
<cfm:bedsidecabinet>, tile.bedsidecabinet.name
<cfm:bin>, tile.bin.name
<cfm:birdbath>, tile.birdbath.name
<cfm:blender>, tile.blender.name
<cfm:blindoff>, tile.blindoff.name
<cfm:blindon>, tile.blindon.name
<cfm:cabinet>, tile.cabinet.name
<cfm:ceilinglightoff>, tile.ceilinglightoff.name
<cfm:ceilinglighton>, tile.ceilinglighton.name
<cfm:chairstone>, tile.chairstone.name
<cfm:chairwood>, tile.chairwood.name
<cfm:choppingboard>, tile.choppingboard.name
<cfm:coffetablestone>, tile.coffetablestone.name
<cfm:coffetablewood>, tile.coffetablewood.name
<cfm:computer>, tile.computer.name
<cfm:cookiejar>, tile.cookiejar.name
<cfm:couch>, tile.couch.name
<cfm:counterdoored>, tile.counterdoored.name
<cfm:countersink>, tile.countersink.name
<cfm:cup>, tile.cup.name
<cfm:curtainoff>, tile.curtainoff.name
<cfm:curtainon>, tile.curtainon.name
<cfm:dishwasher>, tile.dishwasher.name
<cfm:doorbell>, tile.doorbell.name
<cfm:electricfence>, tile.electricfence.name
<cfm:firealarmoff>, tile.firealarmoff.name
<cfm:firealarmon>, tile.firealarmon.name
<cfm:freezer>, tile.freezer.name
<cfm:fridge>, tile.fridge.name
<cfm:hedge>, tile.hedge.name
<cfm:hey>, tile.hey.name
<cfm:itemTree>, 圣诞树
<cfm:kitchencabinet>, tile.kitchencabinet.name
<cfm:lampoff>, tile.lampoff.name
<cfm:lampon>, tile.lampon.name
<cfm:mailbox>, tile.mailbox.name
<cfm:microwave>, tile.microwave.name
<cfm:nyan>, tile.nyan.name
<cfm:oven>, tile.oven.name
<cfm:ovenoverhead>, tile.ovenoverhead.name
<cfm:pattern>, tile.pattern.name
<cfm:plate>, tile.plate.name
<cfm:present>, tile.present.name
<cfm:printer>, tile.printer.name
<cfm:showerbottom>, tile.showerbottom.name
<cfm:showerheadoff>, tile.showerheadoff.name
<cfm:showerheadon>, tile.showerheadon.name
<cfm:showertop>, tile.showertop.name
<cfm:stereo>, tile.stereo.name
<cfm:stonepath>, tile.stonepath.name
<cfm:tablestone>, tile.tablestone.name
<cfm:tablewood>, tile.tablewood.name
<cfm:tap>, tile.tap.name
<cfm:toaster>, tile.toaster.name
<cfm:toilet>, tile.toilet.name
<cfm:tree>, tile.tree.name
<cfm:tv>, tile.tv.name
<cfm:wallcabinet>, tile.wallcabinet.name
<cfm:washingmachine>, tile.washingmachine.name
<cfm:whiteGlass>, tile.whiteGlass.name
<cfm:whitefence>, tile.whitefence.name
<cfm:yellowGlow>, tile.yellowGlow.name
<chisel:acacia_planks>, 金合欢木板
<chisel:aluminum_stairs.0>, tile.chisel.aluminum_stairs.0.name
<chisel:aluminum_stairs.1>, tile.chisel.aluminum_stairs.1.name
<chisel:aluminum_stairs.2>, tile.chisel.aluminum_stairs.2.name
<chisel:aluminum_stairs.3>, tile.chisel.aluminum_stairs.3.name
<chisel:aluminum_stairs.4>, tile.chisel.aluminum_stairs.4.name
<chisel:aluminum_stairs.5>, tile.chisel.aluminum_stairs.5.name
<chisel:aluminum_stairs.6>, tile.chisel.aluminum_stairs.6.name
<chisel:aluminum_stairs.7>, tile.chisel.aluminum_stairs.7.name
<chisel:aluminumblock>, 铝块
<chisel:andesite>, 安山岩
<chisel:antiBlock>, 纯色方块
<chisel:autoChisel>, 自动雕刻机
<chisel:ballomoss>, 苔藓球
<chisel:beacon>, Beacon
<chisel:birch_planks>, 白桦木板
<chisel:bookshelf>, 书架
<chisel:brickCustom>, 砖块
<chisel:bronzeblock>, 青铜块
<chisel:carpet>, 地毯
<chisel:carpet_block>, 地毯
<chisel:chisel>, 凿子
<chisel:cloud>, 云朵
<chisel:cloudinabottle>, 瓶装云朵
<chisel:cobblestone>, 圆石
<chisel:concrete>, 混凝土
<chisel:copperblock>, 铜块
<chisel:dark_oak_planks>, 深色橡木板
<chisel:diamondChisel>, 钻石凿子
